"DisplayName","DisplayVersion","Publisher","InstallLocation","UninstallString"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{EB27BA0C-FF10-422F-9F2C-867F05FEA229}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{25D4624F-61D8-47BF-9623-9F45656AD661}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{D320C12B-79CC-43DD-B857-0E0103459153}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{7A9FD872-91D9-4673-B0CA-BE9F2C6A6EF8}"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{1BD040D6-482A-4140-BEF1-83962BCA9B15}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.96.47242","Microsoft Corporation","","MsiExec.exe /X{618B27BD-07D4-40DD-98F2-D38496897738}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.52183","Microsoft Corporation","","MsiExec.exe /X{BF70C598-51E6-4932-AB5E-AF1BEA8304B1}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.50518","Microsoft Corporation","","MsiExec.exe /X{5C53C623-9782-4AD5-A146-38CF2121F7D4}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","56.80.15184","Microsoft Corporation","","MsiExec.exe /X{49BAD91E-DFD0-4247-B885-CADC2EADC2D4}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.48826","Microsoft Corporation","","MsiExec.exe /X{55DFE7C5-961B-4685-9561-ECA6E3C2ADB7}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.92.45415","Microsoft Corporation","","MsiExec.exe /X{00F52E6B-EEEA-45EB-892A-D1F46DFBF2DA}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.108.52182","Microsoft Corporation","","MsiExec.exe /X{E4604CEC-7837-4532-8789-AC977E889D89}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.47121","Microsoft Corporation","","MsiExec.exe /X{1251DF12-4CF1-4DF5-89D2-5E1469E88E21}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.104.50421","Microsoft Corporation","","MsiExec.exe /X{B02B90A4-D8DE-44E2-AB16-943D8FEE5DFA}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.45417","Microsoft Corporation","","MsiExec.exe /X{01739235-8A23-4A22-8799-8DCA9131DA78}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.100.48707","Microsoft Corporation","","MsiExec.exe /X{0B7DB46C-51CE-49D8-868A-670592F7C2DA}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{AA7B784D-535C-438B-964A-F2A04E171C26}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{C46C6AF9-24E0-43A2-9F3D-283F4652C3AB}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{E5038EFD-2DF2-4DEC-8C8B-268153313DD0}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{6D01BE2B-4B87-48AF-89FE-DE30A3202072}"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{C2142911-679C-4541-933E-E8CAF2BD8BC3}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.50518","Microsoft Corporation","","MsiExec.exe /X{9420464F-8E4D-412D-A0F5-56EB7E56AC8D}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.47121","Microsoft Corporation","","MsiExec.exe /X{A4ACBC43-E197-464F-A5A1-0F0FB4CFFB22}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.48826","Microsoft Corporation","","MsiExec.exe /X{0EDAC286-5E7D-46E0-BCE5-8D71CBC0C1A0}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.52183","Microsoft Corporation","","MsiExec.exe /X{39C9C6A8-4579-407C-9A81-D4FCF3C342DC}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.45417","Microsoft Corporation","","MsiExec.exe /X{243AF932-FC77-41A2-8F39-37EDF77E2D3B}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{14B91613-9255-448E-B211-57F6EE431C0F}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{19308A63-8769-4697-A908-51EEE935B191}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{4EC9A0F9-BB3C-4226-92C0-196F73EE2938}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{DA7A92FA-889A-43DD-A380-BC6B8B5369CB}"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{313E5DCB-2662-4A67-B380-7D2EBCAB39F3}"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-10.0.100 (x64)","81.160.48830","Microsoft Corporation","","MsiExec.exe /X{1B592A77-0A47-4ED0-A517-657EEEECD25A}"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-10.0.100 (x64)","81.176.52183","Microsoft Corporation","","MsiExec.exe /X{D86DAFE7-CCFF-462D-AAD4-E38B016C89EC}"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-10.0.100 (x64)","81.156.47319","Microsoft Corporation","","MsiExec.exe /X{208F709E-332A-4502-B8A7-EAAA07046780}"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-11.0.100-preview.1 (x64)","89.144.48582","Microsoft Corporation","","MsiExec.exe /X{F2460ABD-C470-4301-863F-FD34C875DCB8}"
"Microsoft.NET.Workload.Mono.Toolchain.net9.Manifest-11.0.100-preview.4 (x64)","89.144.52195","Microsoft Corporation","","MsiExec.exe /X{5E395B95-D613-4046-BF9E-92EDD0A4402A}"
"MIO: Memories in Orbit",,,,
"Mozilla Firefox (x64 en-US)","150.0.3","Mozilla","C:\Program Files\Mozilla Firefox","""C:\Program Files\Mozilla Firefox\uninstall\helper.exe"""
"Mozilla Maintenance Service","150.0.3","Mozilla",,"""C:\Program Files (x86)\Mozilla Maintenance Service\uninstall.exe"""
"MSI Development Tools","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{06671634-35F4-43F1-1B57-68B7CE54E5B3}"
"MSYS2","20251213","The MSYS2 Developers","C:\msys64","""C:\msys64\uninstall.exe"" --start-uninstaller"
"MSYS2","20251213","The MSYS2 Developers","C:\msys64","""C:\msys64\uninstall.exe"" --start-uninstaller"
"MSYS2","20251213","The MSYS2 Developers","C:\msys64","""C:\msys64\uninstall.exe"" --start-uninstaller"
"murmure","1.8.1","al1x-ai","C:\Program Files\murmure\","MsiExec.exe /X{8B5B22E3-81D6-43B7-914A-D4BA19BBF9B2}"
"Node.js","24.13.0","Node.js Foundation","","MsiExec.exe /I{F4937DE9-DA3D-4B72-9930-F3028D671956}"
"NvCpl","1.0","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.NvCPL.{948C510C-8D6C-486A-ACAE-B2EEC15C96B7}",
"NVIDIA AIUser Container","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.AIUser.{666FAA86-2430-4905-AE9D-1178F9E4F151}",
"NVIDIA App 11.0.7.247","11.0.7.247","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.{4199A364-9819-4499-B1FA-F75AE2BD4D7F}","""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.NvApp"
"NVIDIA Backend","11.0.7.237","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.NvBackend.{E2A544CE-4329-4DBA-AC43-15B7A37E7E50}",
"NVIDIA Container","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\NvContainer",
"NVIDIA FrameView SDK 1.7.12227.37421622","1.7.12227.37421622","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\FrameViewSDK","""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage FrameViewSdk"
"NVIDIA Graphics Driver 596.21","596.21","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\Display.Driver.{1AE81FD8-81BF-4EF6-9665-21664CEA0754}","""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.Driver"
"NVIDIA HD Audio Driver 1.4.5.7","1.4.5.7","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\HDAudio.Driver.{DEFCAA43-95D0-4581-A853-8AA02DF2A6D7}","""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage HDAudio.Driver"
"NVIDIA Install Application","2.1002.442.0","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore",
"NVIDIA LocalSystem Container","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.LocalSystem.{7CDE33C6-A89F-4E04-8C64-BEC33EA3E3B8}",
"NVIDIA MessageBus 3 for NvApp","3.21","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\Display.NvApp.MessageBus.{53BEF390-BA23-43AB-904A-C87E6C524542}",
"NVIDIA NvDLISR","1.0","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvDLISR.{70808C12-16AC-4702-9759-E76C83725241}",
"NVIDIA PhysX (Legacy)","9.13.0604","NVIDIA Corporation",,"MsiExec.exe /I{FAAC26AD-73BA-40CE-86AA-C9213F9E064A}"
"NVIDIA PhysX System Software 9.23.1019","9.23.1019","NVIDIA Corporation","C:\Program Files (x86)\NVIDIA Corporation\PhysX","""C:\WINDOWS\SysWOW64\RunDll32.EXE"" ""C:\Program Files\NVIDIA Corporation\Installer2\InstallerCore\NVI2.DLL"",UninstallPackage Display.PhysX"
"NVIDIA Session Container","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.Session.{61EEB5B3-3F7B-4095-93F1-84B44DD4E301}",
"NVIDIA ShadowPlay 11.0.7.0","11.0.7.0","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\NVIDIA App\ShadowPlay",
"NVIDIA Telemetry Client","19.5.13.0","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\NvTelemetry",
"NVIDIA User Container","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.User.{49D90534-4ADF-485F-B370-E71C11CE6403}",
"NVIDIA Virtual Audio 4.65.0.12","4.65.0.12","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\VirtualAudio.Driver.{FE0305A2-783C-4465-BFB3-63E6BEC669B8}",
"NVIDIA Watchdog Plugin for NvContainer","1.48","NVIDIA Corporation","C:\Program Files\NVIDIA Corporation\Installer2\NvPlugin.Watchdog.{9DD29DFC-1F23-4A9B-88C3-D140DEA14C3E}",
"Obsidian","1.12.7","Obsidian",,"""C:\Program Files\Obsidian\Uninstall Obsidian.exe"" /allusers"
"OpenAL","1.1","Creative Technology Ltd.",,"""C:\Program Files (x86)\OpenAL\oalinst.exe"" /U"
"OpenSpeedy","1.7.9","Game1024","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\Game1024.OpenSpeedy_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code Game1024.OpenSpeedy_Microsoft.Winget.Source_8wekyb3d8bbwe"
"OSCDIMG","2.56","Microsoft","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\Microsoft.OSCDIMG_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code Microsoft.OSCDIMG_Microsoft.Winget.Source_8wekyb3d8bbwe"
"Paragon Hard Disk Manager? 17 Business","17.20.14.6174","Paragon Software","","MsiExec.exe /X{81011BF7-8792-4544-8A05-F412CE1CC8A6}"
"Patriot Viper M2 SSD RGB","1.1.0.3","Patriot Memory",,
"Patriot Viper M2 SSD RGB","1.1.0.3","Patriot Memory","","MsiExec.exe /I{8B4C0A3D-C135-4E1F-98D8-3926494B4D61}"
"PhonerLite 3.38","3.38","Heiko Sommerfeldt","C:\Program Files (x86)\PhonerLite\","""C:\Program Files (x86)\PhonerLite\unins000.exe"""
"PowerShell 7-x64","7.6.1.0","Microsoft Corporation","","MsiExec.exe /X{7DB6AE45-EA0D-4E0A-A65A-2ECD74328B1E}"
"Promontory_GPIO Driver","3.0.5.0","Advanced Micro Devices, Inc.","C:\AMD\Chipset_Software\Binaries\Promontory GPIO Driver\","MsiExec.exe /X{B5512BCC-F4CD-4159-86A4-B2AD7D38FFA9}"
"Python 3.11.9 (64-bit)","3.11.9150.0","Python Software Foundation",,"""C:\Users\micha\AppData\Local\Package Cache\{1da2e09b-199c-4def-9a99-93a8c1b8ddf2}\python-3.11.9-amd64.exe""  /uninstall"
"Python 3.11.9 Add to Path (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{CD925D17-C20C-441B-AAE2-4FA5B78C978F}"
"Python 3.11.9 Core Interpreter (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{B074012B-9B85-4049-BA01-A58A8C4C2236}"
"Python 3.11.9 Development Libraries (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{CEE03ABD-D5F9-4104-BFA5-520711B8D71F}"
"Python 3.11.9 Documentation (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{425B36E9-4EA6-47B4-88C3-E798BA903188}"
"Python 3.11.9 Executables (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{C038789C-DCB5-42D3-8C51-3BC9DDB26B90}"
"Python 3.11.9 pip Bootstrap (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{1D653E80-09B2-40AB-9530-7DF12E632F8A}"
"Python 3.11.9 Standard Library (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{9AFDC691-40E5-4B15-835F-9A524AC4672C}"
"Python 3.11.9 Tcl/Tk Support (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{57AC2A86-EC99-4E9C-9FF9-15DAA88D1FAE}"
"Python 3.11.9 Test Suite (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{A9F91BE3-1B3B-4CB4-A169-19E13DD70BEA}"
"Python 3.11.9 Utility Scripts (64-bit)","3.11.9150.0","Python Software Foundation","","MsiExec.exe /I{29CEC70F-9D96-472B-B6A1-AE7578376985}"
"Python 3.12.10 (64-bit)","3.12.10150.0","Python Software Foundation",,"""C:\Users\micha\AppData\Local\Package Cache\{b6ce88eb-2ce3-4d91-8efc-425ae1f48caf}\python-3.12.10-amd64.exe""  /uninstall"
"Python 3.12.10 Add to Path (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{4A285122-D2B5-4C35-A279-CE9BD2CA15A0}"
"Python 3.12.10 Core Interpreter (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{9D09C9EF-A57C-422A-B79A-CC922079653A}"
"Python 3.12.10 Development Libraries (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{EF4A3D60-9A53-4697-A18D-D3353F8554E6}"
"Python 3.12.10 Documentation (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{18DF3488-2245-432B-A023-3AA05C2A00C8}"
"Python 3.12.10 Executables (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{0158093D-F809-455B-9429-6D16A4B5D118}"
"Python 3.12.10 pip Bootstrap (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{CD0A1663-DC2D-41BD-89AF-E1089E841822}"
"Python 3.12.10 Standard Library (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{DE12B597-D4BF-4B1B-BF5F-C5CE41AFBDFC}"
"Python 3.12.10 Tcl/Tk Support (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{75485683-EF03-41E6-BF21-D1491694548C}"
"Python 3.12.10 Test Suite (64-bit)","3.12.10150.0","Python Software Foundation","","MsiExec.exe /I{01F171AF-1F21-435E-BEE4-FCC4360C896C}"
"Python Launcher","3.13.5150.0","Python Software Foundation","","MsiExec.exe /X{69012533-AE90-48A1-B7E5-7124E81C4B40}"
"Python Launcher","3.11.8150.0","Python Software Foundation","","MsiExec.exe /X{8DFCF17F-8C82-4E21-96F1-B1777F61A757}"
"qBittorrent","5.1.4","The qBittorrent project",,"""C:\Program Files\qBittorrent\uninst.exe"""
"QuadDown","10.1.1","tagoWorks",,"""C:\Users\micha\AppData\Local\Programs\QuadDown\Uninstall QuadDown.exe"" /currentuser"
"Rclone","1.74.1","Rclone","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\Rclone.Rclone_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code Rclone.Rclone_Microsoft.Winget.Source_8wekyb3d8bbwe"
"Realtek Audio Driver","6.0.9927.1","Realtek Semiconductor Corp.","C:\Program Files (x86)\Realtek\Audio\Drivers","""C:\Program Files (x86)\InstallShield Installation Information\{F132AF7F-7BCA-4EDE-8A7C-958108FE7DBC}\setup.exe"" -runfromtemp  -removeonly"
"Realtek Ethernet Controller Driver","11.28.20.1224","Realtek","C:\Program Files (x86)\Realtek\NICDRV_8169","""C:\Program Files (x86)\InstallShield Installation Information\{8833FFB6-5B0C-4764-81AA-06DFEED9A476}\setup.exe"" -runfromtemp -removeonly"
"RipGrep MSVC","15.1.0","BurntSushi","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\BurntSushi.ripgrep.MSVC_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code BurntSushi.ripgrep.MSVC_Microsoft.Winget.Source_8wekyb3d8bbwe"
"RyzenMasterSDK","1.2.3.5","Advanced Micro Devices, Inc.","","MsiExec.exe /I{DDC18990-9A12-4EAA-87D7-B641123A5DB0}"
"SDK ARM64 Additions","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{E93670D9-924A-7B6F-5F55-AE8E3043BCB0}"
"SDK ARM64 Redistributables","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{AA86DFC1-17A2-6133-1D55-92818B9D3082}"
"Shawl","1.9.0","mtkennerly","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\mtkennerly.shawl_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code mtkennerly.shawl_Microsoft.Winget.Source_8wekyb3d8bbwe"
"Sidekick 25.09.30.01","25.09.30.01","GIGABYTE",,"C:\Program Files\GIGABYTE\Control Center\Lib\Sidekick\uninst.exe"
"Smart Backup (x64)","3.24.0829.1","Gigabyte","C:\Program Files\GIGABYTE\Smart Backup\","MsiExec.exe /I{BC1FA5CF-A36F-4C61-9638-09D0B431B006}"
"Smart Backup (x64)","3.24.0829.1","Gigabyte","C:\Program Files\GIGABYTE\Smart Backup\","""C:\Program Files (x86)\InstallShield Installation Information\{BC1FA5CF-A36F-4C61-9638-09D0B431B006}\setup.exe"" -runfromtemp -l0x0409  -removeonly"
"Speedtest CLI","1.2.0.84","Ookla","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\Ookla.Speedtest.CLI_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code Ookla.Speedtest.CLI_Microsoft.Winget.Source_8wekyb3d8bbwe"
"SpinRite version 6.1 Release 4","6.1 Release 4",,"C:\Program Files (x86)\SpinRite\","""C:\Program Files (x86)\SpinRite\unins000.exe"""
"SQLite","3.53.1","SQLite","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\SQLite.SQLite_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code SQLite.SQLite_Microsoft.Winget.Source_8wekyb3d8bbwe"
"Tactical Monitor AI","1.0.0","GIGABYTE","","MsiExec.exe /I{DAFD63D2-8234-4E3B-A382-25C34CFDE5D5}"
"Telegram Desktop","6.8.2","Telegram FZ-LLC","C:\Users\micha\AppData\Roaming\Telegram Desktop\","""C:\Users\micha\AppData\Roaming\Telegram Desktop\unins000.exe"""
"Tesseract-OCR - open source OCR engine","5.4.0.20240606","Tesseract-OCR community",,"C:\Program Files\Tesseract-OCR\tesseract-uninstall.exe"
"TestDisk","7.3","CGSecurity","C:\Users\micha\AppData\Local\Microsoft\WinGet\Packages\CGSecurity.TestDisk_Microsoft.Winget.Source_8wekyb3d8bbwe","winget uninstall --product-code CGSecurity.TestDisk_Microsoft.Winget.Source_8wekyb3d8bbwe"
"Tweaking.com - Windows Repair","4.14.0","Tweaking.com","C:\Program Files (x86)\Tweaking.com\Windows Repair (All in One)","""C:\Program Files (x86)\Tweaking.com\Windows Repair (All in One)\uninstall.exe"" ""/U:C:\Program Files (x86)\Tweaking.com\Windows Repair (All in One)\Uninstall\uninstall.xml"""
"UNCHARTED: LoT Collection",,,,
"Universal CRT Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{0343A2EB-5CCA-79B9-18A4-ABD484A97924}"
"Universal CRT Headers Libraries and Sources","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{7D4D186C-70F0-6990-1792-DAA557B1E010}"
"Universal CRT Redistributable","10.0.26624","Microsoft Corporation","","MsiExec.exe /I{0460C87B-7F4C-3170-FAC9-B7A6AE5CE4E9}"
"Universal CRT Redistributable","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{368E4D03-5983-1C2C-B42E-1C0C51A935A5}"
"Universal CRT Tools x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{C7F2EF85-ACD3-0480-6BC2-0C3B45A8F1C1}"
"Universal CRT Tools x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{FEC52FA9-A866-C884-4AAA-0B15BE793610}"
"Universal General MIDI DLS Extension SDK","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{7E52FE9F-4D3E-9277-0E37-0014C83D4F5E}"
"vcpp_crt.redist.clickonce","14.44.35211","Microsoft Corporation","","MsiExec.exe /I{C7FC6DE7-5C06-4311-837A-E0D774618D17}"
"Verbatim_SureFireGaming_Product","1.0.3.11","Verbatim","","MsiExec.exe /I{35CB65C6-A7E3-4EE7-AD40-738D70A72164}"
"Verbatim_SureFireGaming_Product","1.0.3.11","Verbatim",,
"Visual Studio Build Tools 2022","17.14.32","Microsoft Corporation","C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools","""C:\Program Files (x86)\Microsoft Visual Studio\Installer\setup.exe"" uninstall --installPath ""C:\Program Files (x86)\Microsoft Visual Studio\2022\BuildTools"""
"VLC media player","3.0.23","VideoLAN","C:\Program Files\VideoLAN\VLC","""C:\Program Files\VideoLAN\VLC\uninstall.exe"""
"VLIBillboardTest",,"VLI, Inc.","C:\Program Files (x86)\VLIBillboardTest\","""C:\Program Files (x86)\VLIBillboardTest\unins000.exe"""
"VS Script Debugging Common","17.0.157.0","Microsoft Corporation","","MsiExec.exe /I{F5796163-6EC6-488A-B2DE-E1E94477F6AD}"
"vs_communitymsires","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{2817364B-A3DE-472C-BF19-F19B6997061F}"
"vs_communitysharedmsi","17.14.36025","Microsoft Corporation","","MsiExec.exe /I{71498EE6-F94E-4061-9DD5-55925CA8A74F}"
"vs_communityx64msi","17.14.36025","Microsoft Corporation","","MsiExec.exe /I{3873679C-FA03-4101-97E9-107D67C568B8}"
"vs_CoreEditorFonts","17.7.40001","Microsoft Corporation","","MsiExec.exe /I{1851460E-0E63-4117-B5BA-25A2F045801B}"
"vs_filehandler_amd64","17.14.36024","Microsoft Corporation","","MsiExec.exe /I{22EE1419-B47E-44B8-A635-868746946079}"
"vs_filehandler_x86","17.14.36024","Microsoft Corporation","","MsiExec.exe /I{6C7D0172-7367-4F0C-95DB-6021765B58EA}"
"vs_FileTracker_Singleton","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{D331F4E7-BC3B-47BE-BB56-5F33895F9347}"
"vs_githubprotocolhandlermsi","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{29297AFE-9D24-4DFE-ACAF-D90090D905CF}"
"vs_minshellinteropmsi","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{A2FDDC26-4232-4287-8839-2F53A01E1E97}"
"vs_minshellinteropsharedmsi","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{537F07C8-0EC6-41A5-BB91-750FA3CAA110}"
"vs_minshellmsi","17.14.36301","Microsoft Corporation","","MsiExec.exe /I{6AAEB5DD-FFFE-4CA1-9FE2-38A44B6B4477}"
"vs_minshellmsires","17.14.36015","Microsoft Corporation","","MsiExec.exe /I{EC049978-2176-47C6-B99B-2C64AD6F6828}"
"vs_minshellsharedmsi","17.14.36024","Microsoft Corporation","","MsiExec.exe /I{F6E69DD8-7652-4CC6-8A4F-485A16012B5B}"
"vs_vswebprotocolselectormsi","17.14.36323","Microsoft Corporation","","MsiExec.exe /I{B4B3AA16-E828-4577-A9F2-629E1A95FE4A}"
"Wand","12.24.0","WeMod","C:\Users\micha\AppData\Local\Wand","""C:\Users\micha\AppData\Local\Wand\Update.exe"" --uninstall"
"WD P40 Game Drive","1.0.2.18","Western Digital Corporation",,
"WD P40 Game Drive","1.0.2.18","Western Digital Corporation","","MsiExec.exe /I{EE55DBAE-ECDD-4ADD-AAB5-23DE848B0996}"
"WinAppDeploy","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{CFEF5BD7-A03F-DEF3-1707-A31C813F6D14}"
"Windows App Certification Kit Native Components","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{20C01991-CCD1-2C06-7A9A-B10A9B4AF807}"
"Windows App Certification Kit SupportedApiList x86","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{E43BDB72-464A-290B-A51D-537CBBE1CAC8}"
"Windows App Certification Kit x64","10.1.26100.7705","Microsoft Corporation","","MsiExec.exe /I{B7BC83B0-1A94-0290-4309-820859276E72}"
